--------- dfsSearch.txt ---------
[[2, 8, 3], [1, 5, 6], [4, 9, 7]]
[[2, 8, 3], [1, 5, 6], [4, 7, 9]]
[[2, 8, 3], [1, 5, 6], [7, 4, 9]]
[[2, 8, 3], [4, 5, 6], [1, 7, 9]]
[[2, 5, 3], [1, 8, 6], [4, 7, 9]]
[[8, 2, 3], [1, 5, 6], [4, 7, 9]]
[[1, 2, 3], [8, 5, 6], [4, 7, 9]]
[[1, 2, 3], [4, 5, 6], [8, 7, 9]]
[[1, 2, 3], [4, 5, 6], [7, 8, 9]]
