--------- dfsSearch.txt ---------
[[7, 3, 9], [4, 5, 6], [2, 1, 8]]
[[7, 3, 9], [4, 5, 6], [1, 2, 8]]
[[7, 3, 9], [4, 5, 6], [1, 8, 2]]
[[7, 3, 9], [4, 5, 2], [1, 8, 6]]
[[7, 3, 2], [4, 5, 9], [1, 8, 6]]
[[7, 3, 2], [4, 5, 6], [1, 8, 9]]
[[7, 2, 3], [4, 5, 6], [1, 8, 9]]
[[7, 2, 3], [1, 5, 6], [4, 8, 9]]
[[1, 2, 3], [7, 5, 6], [4, 8, 9]]
[[1, 2, 3], [4, 5, 6], [7, 8, 9]]
